source,target,direction,origin
Amewo hã nyae be yewomele fe si wotuna na yewo le afi sia la kpɔ ge le afi bubu o.,Les indésirables savent aussi qu’ils ne retrouveront pas les mêmes conditions financières dans une autre formation,ewe-fra,mafand
tɔtrɔ sia ana be dukɔŋta ade ŋgɔ aheɖe nyateƒea fia le wɔnawo katã me,"Ce rebasage permet ainsi à la comptabilité nationale d’évoluer, de se mettre à jour, afin de refléter au mieux les réalités du pays",ewe-fra,afrolingu
etsɔ vevienyenye na hadome gbenɔnɔ kple eƒe dɔwɔwɔ ɖe amwo dzi,Il porte un grand intérêt à l action citoyenne et son impact sur le vivre ensemble.,ewe-fra,afrolingu
"""Elles ne savent rien de vos préférences et n'ont aucune possibilité de s'appuyer sur vos précédents"""" Like.""",womenya naɖeke tso nusiwo doa dzidzɔ na wò la ŋu o,fra-ewe,afrolingu
"C’est un expert dans son domaine, il a des informations sur pratiquement tout et adore les partager pour aider les autres",wonye nudetonyalawo. Wonya nu kuɖe woƒe dɔƒe ŋu eye womanae kple ame bubuwo,fra-ewe,afrolingu
"""""""""""» Le ministre de la Communication, Issa Tchiroma Bakary, a confirmé le caractere dangereux des réseaux sociaux dans son discours diffusé hier janvier à la télévision nationale et annonçant l'illégalité du Southern Cameroon National Council ou SCNC et du CACSC. """"""",nyawo li sɔgbɔ eye miewɔe madziki aheɖɔ nuwo ɖo o,fra-ewe,afrolingu
Moya nu aɖe le elalam.,Une surprise l'attendait.,ewe-fra,afrolingu
menya nu si tae woɖe wo yi aɖakadzikpɔƒea ɖo,Je sais pour la décision qui t’a muté au Service Coffre,ewe-fra,afrolingu
esia nye nu vevi si male ɖe asi le ƒè 2020 lia me,C’est sans doute l’un des meilleurs conseils que j’ai reçus cette année et que je compte mettre en pratique en 2020 in shaa Allah,ewe-fra,afrolingu
"D’après les éléments de l’enquête, il a toujours eu recours au même procédé : mettre le feu à une végétation assez sèche, mais sans jamais utiliser de produit accélérant",Wobe nɔnɔme ɖeka wozana hetɔa dzo gbeƒuƒunyigbawoe eye metsɔ nu si ana dzoa abi kaba la dea eme o.,fra-ewe,mafand
Moktar est un blogueur originaire du Cameroun.,Moctar nye Kamalo yaʋalanyakaka dɔwɔla,fra-ewe,afrolingu
Je le dis souvent dans mes romans à l’eau de rose et ça peut paraître mièvre mais je l’ai vraiment aimée dès le premier regard,megblɔnae edziedzi le nye lɔlɔ̃gbalẽwome ke hã melɔ̃e zi gbãtɔ si mekpɔe la,fra-ewe,afrolingu
egblɔe nyuie be tɔ́nyenye mefa o,"Tu le dis si bien, “la parentalité fait mal",ewe-fra,afrolingu
edoa ŋusẽ ne mele taflatsẽ dom nane si mele yiyim nyui o,"Il me rassurait parfois alors que je m'excusais ou m'inquiétais de quelque chose qui n'allait pas comme il faut,",ewe-fra,afrolingu
"L’élève âgé de 16 ans réside dans la région de la Kara, selon son relevé de note, et se nomme Salla Pourara Paul",Ɖevi si xɔ ƒè 16 la le kara eye eƒe ŋkɔe nye Salla Pourara Paul.,fra-ewe,mafand
Dudɔnunɔla la ga yi edzi be dzidzime aɖe si metsɔ beléle na ametsitsiwo o kple fɔ̃malé ɖe nu ŋu mee wohe ye le o eye yemele mɔ kpɔm be yeahe yeviwo le esia me o.,"Une déclaration à laquelle le ministre de la Santé s’est aussi opposé : « Une société qui déciderait de faire l’impasse sur ses vieux, ses fragiles, ses précaires, sur des morts évitables, ce n’est pas une société dans laquelle j’ai été élevé et dans laquelle j’ai envie d’éduquer mes enfants »",ewe-fra,mafand
"Nutomedzikpɔƒea blea hatsotsoaw nu henɔ didim be yeade ŋku nuwo katã me, esioa mate ŋu ava eme o le hamenɔla ɖeka ƒe numeɖeɖe nu.","« La mairie câline les associations, mais veut tout contrôler, ce n’est pas acceptable », résume un militant",ewe-fra,mafand
Agate ŋu dzɔ nuawo tome alo atso afi aɖewo ɖa eye magbɔgbɔ nua katã awɔ o.,"Enfin, il est maintenant possible de rogner et de supprimer n’importe quel clip composant un Reels, sans avoir à tout recommencer",ewe-fra,mafand
murakami tɔ asi edzi ɣeaɖewo yi,"Murakami la mentionne quelques fois mais sans plus,",ewe-fra,afrolingu
eye aƒetɔ siae tsɔna agbalẽawo nana ame siwo bia be woana yewo lae,"""""""Les récépissés une fois signés par le commissaire sont remis à un monsieur qui fait des photocopies et plastifie des documents,""",ewe-fra,afrolingu
"meieddɔ la nya gbedo,da ɖe mia ɖokui ta hafi adzee dodo ɖe ame bubu ta","Il faut être capable de prier suffisamment pour soi, avant de prier pour autrui",ewe-fra,afrolingu
"ke hã la, edi be yeaɖe eƒe kɔƒea ƒe asixɔxɔwo afia ye viwo","D'ailleurs, elle même souhaite faire connaà®tre son village et ses valeurs à ses enfants,",ewe-fra,afrolingu
"À partir de 1976, lorsqu’il a commencé l’aventure, il a participé grandement à la révolution dans le domaine de la micro-informatique et du numérique en l’espace de 30 ans","Le ƒè 1976 esi wodze nuwo gɔme la, ekpe ɖe aɖaŋuɖemɔ kple dzesinuwɔnawo  ŋgɔgbedede ŋu bliboe.",fra-ewe,mafand
teƒe nyui ka madze egɔme tsowu afisi nye mɔzɔzɔ̃ dze egɔme le,"Quel meilleur endroit pour commencer que là où mon propre voyage a débuté,",ewe-fra,afrolingu
"aɖaba ƒoƒo aɖewo, lãnu zazã, alɔ sesẽ nusiawoe koe hiã","Quelques secondes d'inattention, une lame effilée, une main experte, c'est tout ce qu'il a fallu,",ewe-fra,afrolingu
nyea mele didim be makpɔ eƒe agbãlɛ bubuwo,"Moi j'ai hâte de découvrir les romans de Haruki Murakami,",ewe-fra,afrolingu
Amekae adro agba sia ɖe ta nam?,Qui peut m'aider à mettre cette charge sur ma tête ?,ewe-fra,afrolingu
Kalao gã la ƒe ku kɔnuawo.,Les funérailles du grand calao,ewe-fra,afrolingu
"Pour preuve, ce mardi 22 septembre, Nagui était aux commandes de Tout le monde en cuisine sur France 2, aux côtés de son ami et chef, Christophe Michalak",""" blaɖa anyɔnyɔ 22 mlia gbe Nagui nɔ """"tout me monde en cuisine"""" dzi le France 2""",fra-ewe,afrolingu
miatrɔ va biabia la dzie,""""""" Photo : Intelsat Revenons à la question de BlogDev.""",ewe-fra,afrolingu
"Comment en étant jeunes, on peut être en harmonie avec la nature en produisant avec tout ce que la nature nous livre pour enrichir le sol et produire des produits qui peuvent résister aujourd’hui",Aleke abe sɔhɛ ene la miate ŋu awɔ ɖeka kple xexea eye miawɔ nu siiwo magblẽ nuƒoxlãmewoe o eye wɔanɔ anyi ɖaa.,fra-ewe,mafand
megaŋlɔ woƒe ɖoɖuizizi kple esi kplɔa wo ɖo vana afi soia fifia la o,"Souviens-toi de leur silence, souviens-toi du silence qui accompagne désormais leur visite ici",ewe-fra,afrolingu
ke míatee kpɔ le miniti neni megbe?,""""""" Alors, on se laisse tenter"""" ? minutes approx. """"""",ewe-fra,afrolingu
nuƒoƒoaa le tsɛ ko gake eme kɔ,""""""" Cliquez pour partager sur WhatsApp(ouvre dans une nouvelle fenêtre) Cliquez pour partager sur Facebook(ouvre dans une nouvelle fenêtre) Cliquez pour partager sur Twitter(ouvre dans une nouvelle fenêtre)""",ewe-fra,afrolingu
le nyakpɔleŋuiawo me la amewo gblɔ vovoledzixɔseme ŋu,"Dans les commentaires, on m’a parlé de laïcité",ewe-fra,afrolingu
"IBSA est la deuxième école que je découvre à Abidjan qui réalise exactement ce dont je rêve pour notre système éducatif,",IBSA nye suku evelia si kpɔm mele le Abidjan si wɔ nusi dim mele na miaƒe suku nufiafia,fra-ewe,afrolingu
"Nenye be le ƒè 22 xɔxɔme medze abe bɔlƒola gã nene o hã la, eyae nye bɔlƒovi si soí ga le wú le xexeame le ŋgɔ na ronaldo, Messi kple Neymar siaaa.","Si, à 22 ans, il n’a pas brillé par ses performances sur le terrain, il est connu pour être le footballeur le plus riche du monde devant Cristiano Ronaldo, Lionel  Messi ou encore Neymar réunis",ewe-fra,mafand
ebia eɖokui be aleke wɔ be yemekpɔ dzesi nyui esime yele amesi kpɔ dzesi la ŋugɔ,"""""""La seule tentative qui s'en rapproche fut celle d'un Zoulou du nom de Chaka qui a essayé d'unifier tout le sud du continent sous son joug et n'est parvenu qu'à déclencher un mouvement de foule dicté par la frayeur qui aura laissé dans l'histoire le doux nom de """"« Mfecane """"»,"""" """" un cycle de guerres et de migrations. """"""",ewe-fra,afrolingu
Comme tous les samedis…,abe memleɖa sia memleɖa ene,fra-ewe,afrolingu
"""""""L'école étant le principal cadre de formation et d'éducation des enfants, une éducation poussée à la citoyenneté n'est qu'un prolongement nécessaire de son action. """"""",ele be woafia agbenɔnɔ nyui kple dulɔlɔ̃ ɖvuiwole suku afisi woxɔa hehenana kple tsutsuɖo le,fra-ewe,afrolingu
si ase nye sesẽ lelamewo kuɖe agbãlɛwo la ŋu gɔme eye ɖewohĩ amãwo,"Qui comprendrait mes sentiments à propos des livres et peut-être même les partagerait,",ewe-fra,afrolingu
"Malheureusement, il y a un énorme travail à faire pour relever leur niveau en orthographe, grammaire et conjugaison,","ke dzogbevɔ̃tɔe la dɔ ga li miawo kple wo le gbeŋutise, nyakpewoŋɔŋlɔ kple dɔwɔnyawo tɔtrɔ",fra-ewe,afrolingu
dugãwo kpɔe ebola ƒe nya ka yéwo eye wodze agbagba di mɔnu aɖe alebe woatsɔ aɖu edzi,"Les grandes puissances ont compris qu'elles n'étaient pas à l'abri et ont mis plus d'ardeur pour trouver le moyen de mettre un terme aux ravages d'Ebola,",ewe-fra,afrolingu
"L'assistance s'agita, le roi encouragea le chanteur à donner à nouveau de la voix. Bouki s'exécuta aussitôt :","Vavalawo υuυu, fia la do ŋusẽ hadzila be nega yi edzi, eye wowɔ nenema.",fra-ewe,afrolingu
"Rassurez-vous, ce n’était pas un amour de lycée",menye sukumelɔlɔnyae o,fra-ewe,afrolingu
tanya ɖe soia ɖe ɖe nya yeye kple ale si woawɔe la fia,Chaque partie touche un problème particulier que l’on rencontre et nous explique comment est-ce qu’on pourrait s’améliorer,ewe-fra,afrolingu
Une sonnerie…deux sonneries…Trois sonneries… La porte était désespérément fermée,mezi ga eɖe eve etɔ̃ gake agboa lo,fra-ewe,afrolingu
"Peut-on parler de polémiques en islam sans mentionner l’épouse du prophète Muhammad (saw), Aisha (ra)",ɖee woagblɔ nyatsoleameŋunya eye miayɔ profeta muhammad srɔ̃ aisha :ŋkɔ oa,fra-ewe,afrolingu
"Jusque là, les musulmans avaient subi les persécutions sans réagir","va se ɖe ema dzi la, woti wo yome ke wome kea nu o",fra-ewe,afrolingu
"C’est pourquoi, Dicko Fils a tenu à apporter la lumière sur cette affaire",Esia tae Dicko fils ɖoe be yeakɔ nya la ŋu ɖoe.,fra-ewe,mafand
"€ Elias est un peu fatigué mais il ne reste plus que les deux dernières phrases pour conclure,",nutikɔ na Elias vie gake esusɔ nyagbe eve ne woa wu enu,fra-ewe,afrolingu
"le agbagba siwo katã wodze to dɔwɔwɔwo mela, Sarah megateŋu yi dɔwo dzi esime wole dɔ o","Malgré toute son abnégation et ses loyaux services, lorsqu'elle tombe malade, Sarah a du mal à gérer la suite des événements,",ewe-fra,afrolingu
"Peg Fitzpatrick a fait de sa passion pour les réseaux sociaux, une profession",Peg Fitzpatrick ya tsɔ lɔlɔ̃ si woɖo na hahoɖaŋunuŋlɔƒeawo wɔ eƒe dɔwɔɖuie,fra-ewe,afrolingu
mekaɖe dzi be amesiame kpɔ be mele vɔvɔ̃m,"Je suis sà»re que tout le monde peut remarquer à quel point j'ai la tremblote,",ewe-fra,afrolingu
"Refusant d'être relayée au simple niveau d'adjointe de quelqu'un qui ne mérite pas la direction autant qu'elle, Eloà¯se quitte l'entreprise d'immobilier de son père,",Eloase dzo le fofoa ƒe dɔwɔƒe elabe ekpɔ be amesi nye tatɔ medze nɛ abe yehã ene,fra-ewe,afrolingu
Dɔwɔɖoɖoa be ɖoɖo sia ana be wotɔ kpɔtɔtɔmedede ame siwo le du aɖewo me dem lae.,"Selon l’organisme, ces précautions permettraient notamment de mettre fin aux quarantaines imposées par certains pays lors de l’arrivée sur le territoire",ewe-fra,mafand
"esi wonye be gome kpɔkpɔ tɔxɛ gbã ŋuku ta la , nye me wɔ biabia na ame milion geɖe mawo siwo meɖo yaʋala o","Et parce que c'est la nature du privilège d'aveugler, je ne me posais pas vraiment de questions sur ces millions de personnes, qui n'ont pas la chance d'être en ligne,",ewe-fra,afrolingu
"Mais les trois pays qu'elle envisageait lui ont tous refusé le visa,",gake du etɔ̃ siwo katã me wodi be yeayi la gbe woƒe agbãlɛvi tsɔtsɔ nɛ,fra-ewe,afrolingu
"""""""Je suis prêt à payer des impôts pour cela, c'est pas grave. """"""","mesɔgbe be matsu mlɔkoe ɖe esia ta faa,mewɔ naɖeke o",fra-ewe,afrolingu
Esia ve dzi na Grand A sie ŋlɔ be mele avifãm eye woɖe aŋɛnɛvi siwo le esia gblɔm la fia.,"Une chose qui ne rencontre pas forcement l’assentiment de Grand A du Bénin : “Mes larmes coulent Eudooooo”, a-t-il écrit, ajoutant des stickers pathétiques",ewe-fra,mafand
"Pendant le camp, Ady a également animé des ateliers sur les quatre grands groupes ethniques de la Côte d’Ivoire: les Akans, les Krous, les Mandés et les Voltaïques","le takpekpea me la, Ady hã nyameɖeɖe tso kɔta gã ene siwo le nyiɖuƒuta la: Akã, Kru, mendé kple Voltatɔwo",fra-ewe,afrolingu
Mais Jack Ma n’a pas dit son dernier mot,Ke hã jack Ma mena ta haɖe o.,fra-ewe,mafand
Papa ne comprend pas trop ce que je fais de ma vie entre le blog et le Centre Eulis,menya nu sie nye agbe le eulis kple yaʋala nya siawo me o,fra-ewe,afrolingu
mebia be nugbe woɖo ɖe eŋu loo alo ewɔ nu si ta wotsɔ nya ɖe eŋu la vavã ma hã,À me demander s’il s’agit effectivement d’un coup monté ou s’il est coupable de ce dont on l’accuse,ewe-fra,afrolingu
"Je vous le recommande, aussi bien que « Le messager »,",mexlɔ̃ yé kple «le messager» nu mi be maiaxlẽwo,fra-ewe,afrolingu
Luis Suarez a finalement décidé de rejoindre l’Atlético de Madrid faute de trouver mieux après les soupçons de triche pour son  examen d’Italien,Luis Suarez be yeanɔ Atletico Madrid le finya siwo do le eƒe italigbedodokpɔ mela ta.,fra-ewe,mafand
Teƒea nyo eye miedo go ame geɖewo hã.,Onze ados ont pu quitter l’hôpital entre-temps,ewe-fra,mafand
"J’ai hésité encore quelques minutes, mais une fois de plus, elle a insisté","metɔ́ vie gake, ezi dzinye",fra-ewe,afrolingu
"Le yuropa la, fɔ̃nyinuɖuɖu ɖuɖu se ɖe miligraŋu 100 le gbe ɖeka ko.","En Europe, la valeur limite de consommation de l’acide glycyrrhizique est limitée à 100 mg/jour",ewe-fra,mafand
«Démon-cratie» ƒe Facebook ; ewɔnam abe dukɔa mateŋu do le eƒe kplɔlawo siwo wole woaŋutɔtɔ ɖeɖeko dzim sime o,"Compte Facebook Dans « Démon-cratie », j'ai eu l'impression que le peuple ne pourra jamais se défaire de ces dirigeants assoiffés de pouvoir qui ne pensent qu'à leurs intérêts personnels,",ewe-fra,afrolingu
"“Notre hypothèse est que la perte d’odorat signifie que le virus arrive non seulement dans le nez, mais aussi dans le système nerveux central",miaƒe tameɖoɖoe nye be dɔa va ɖo ŋɔtime kple tagome,fra-ewe,afrolingu
"Vɔ, egblɔ nawo be, elebe miawɔ nusi gblɔge mele nami lae.","Mais, ajouta-t-il, il vous faudra souscrire à la condition que je vais vous poser…",ewe-fra,afrolingu
ʋu ɖeka mawo koe dɔwɔƒe sia zãa le ɣeyiɣi siawo me eye womexɔa ʋukula yeyewo hã o,Ces agences utilisent les mêmes véhicules qu'en période normale et ne renforcent pas leur équipe de chauffeurs.,ewe-fra,afrolingu
""" ke to """"kadhija l'épouse de mohamedé dzi mexlẽ agbalẽ biblo kuɖe srɔ̃a gbãtɔ ŋue""","Mais avec « Khadija, l’épouse de Mahomet », c’était la première fois que je lisais un livre entièrement consacré à la première épouse du prophète (saw)",ewe-fra,afrolingu
Habib Bamba a souligné qu’Orange se soucie des effets de l’accélération technologique et veut contribuer à une société plus inclusive,habib Bemba be Orange le ŋku lem ɖe nyasiawo ŋu vevie hena wo ɖɔɖɔɖo,fra-ewe,afrolingu
"Bien sûr, ce livre n’est pas exempt de critiques et j’ai d’ailleurs abordé le sujet avec l’auteur",gke hã kuxiwo le agbalẽa ŋu si megblɔ na eŋlɔla la,fra-ewe,afrolingu
"Car ce que Youma ne savait pas, c’était que la petite tourterelle la surveillait.",Elabe nusi Yuma menya o lae nye be akpakpavi la nɔ eŋu dzɔm.,fra-ewe,afrolingu
"De son côté, le principal intéressé estime que ses traitements et sa perte de poids drastique lui ont permis “d’affronter la maladie”, son diabète et son hypertension étant désormais sous contrôle",Eya ŋutɔ be atike siwo wɔm wole naye lae kpe ɖe ye ŋu dɔa vɔ naye.,fra-ewe,mafand
Il donnait ce qu’il possédait aux pauvres,"nu sie le esi la, ets,onae nana wɔmiwoe",fra-ewe,afrolingu
Le fait que la Défense puisse toujours faire une demande ne crée pas d’obligation pour le destinataire de la demande de l’honorer,"Ne enye be taʋlilawo wɔ biabia aɖe la, esia mezi ame si wowɔe na la dzi be woaɖo eŋu o.",fra-ewe,mafand
"ke le agbalẽtata me la, nyawo meyina alea o","Mais dans les Adoras, l’histoire ne se passe pas comme la mienne",ewe-fra,afrolingu
Negbe le mia dzila siwo dzii la gbɔ ko. Nyasiae nukokuidonamela guy bedos vi gblɔ kple be nu ia wu yetɔ esime mekpɔ yewo ƒe lɔlɔ o eye woku le ƒè 85 xɔxɔ me.,"Excepté face à vos parents très fragiles, quand ils le souhaitent, ce qui n’était pas le cas de mon père, meurtri à mort d’être privé de notre amour », écrit le fils de l’humoriste Guy Bedos, décédé le 28 mai à l’âge de 85 ans",ewe-fra,mafand
"Son gel hydroalcoolique lui explose au visageLes puissances occidentales exigent des explications de la part du Kremlin, qui nie toute implication et dit n’avoir aucune preuve qu’il s’agit d’un acte criminel","Eƒe alɔklɔtsike lae wó kɔ ŋkume nae eye esi Yurɔpa dukɔƒoƒuawo bia numeɖeɖe la, Rɔsiatɔwo be ɖeke meli o elabe naneke mefia be esia nye hlɔdonuwɔna o.",fra-ewe,mafand
"ne mliese esia me o la, tsɔmewɔna aɖeke madze edzi o","""""""Sans cette compréhension, toute projection dans l'avenir serait vouée à l'échec. """"""",ewe-fra,afrolingu
L’ailier du PSG Angel Di Maria juge «difficile de comprendre pourquoi» il n’est «pas convoqué» dans la sélection de l’Argentine pour les deux premiers matches qualificatifs de la zone Amsud pour le Mondial-2022,PSG bɔlƒola di Maria mese nu si ta womekpee be woava ƒo bɔl na Argentina le ʋiʋli eve siwo gbɔna la me oe.,fra-ewe,mafand
"Dans cet endroit, l’eau et le pâturage étaient abondants.",Tsi kple gbe damawo bɔ ɖe afima.,fra-ewe,afrolingu
Surtout parce que je sais que c’est inutile,esi menyae nyuie be viɖe aɖeke manɔ eme o la ta,fra-ewe,afrolingu
Ebe nenem abɔta edze be woadoe zi eve abe rota alo rougeole tɔ wo ene.,"Poonwalla affirme qu’un tel vaccin devrait probablement inclure une seconde injection de rappel, comme pour le vaccin contre la rougeole ou le rotavirus",ewe-fra,mafand
ame 1000 dze aʋa la dzi na mɔslɛmtɔwo ke ameflulawotat;:o abdala ibn na ame etɔ̃liawo ƒe ɖeka trɔ dzoe,"Du côté des musulmans, il y avait au départ 1000 hommes mais le chef des hypocrites, ˋAbd Allah Ibn Ubay, a réussi à convaincre un tiers des combattants de se retirer",ewe-fra,afrolingu
"Si c’est après le match, ce sera après le match",Ne edzi hã miaɖee le ʋiʋlia megbe.,fra-ewe,mafand
Ame aɖewo ɖea adzodonuwo ƒe dzesi fiana vɔa nyea nyewɔa esia edziedzi o elabe eɖea ame ƒe nyenye fiana,"Il arrive que l’on mette des visuels d’une marque en profil ou en couverture pour une campagne publicitaire, mais personnellement je le fais très très rarement parce que je trouve que cela fait partie de mon identité",ewe-fra,afrolingu
"Vite, les villageois trouvèrent un plan pour découvrir l’intrus.","Kpata, dua me tɔwo wɔ ɖoɖo si woatsɔ ade dzesi amea.",fra-ewe,afrolingu
Le Camerounais ne déprime pas longtemps.,nuxaxa meɖua kamalotɔ dzi ɖaa o,fra-ewe,afrolingu
"nenye be le ƒè 22 xɔxɔme medze abe bɔlƒola gã nene o hã la, eyae nye bɔlƒovi si soí ga le wú le xexeame le ŋgɔ na ronaldo, Messi kple Neymar siaaa","Si, à 22 ans, il n’a pas brillé par ses performances sur le terrain, il est connu pour être le footballeur le plus riche du monde devant Cristiano Ronaldo, Lionel Messi ou encore Neymar réunis",ewe-fra,afrolingu
"Mais non, elles ne l'ont jamais emprunté,","gake, wome ɖoe kpɔ o",fra-ewe,afrolingu
edze anyinɔge kasia nyɔnua lée ɖi hegbugbɔ nu nae nyuie,"Il allait se rasseoir mais la nouvelle arrivée le retint contre elle, et l’embrassa langoureusement sur la bouche",ewe-fra,afrolingu
medi be maɖe vovo vie tso miade gbɔ,"J'avais besoin de m'éloigner un peu après presqu'un an passé au bercail,",ewe-fra,afrolingu
Eye ewɔa esia nyuie hã.,Et cela lui réussit plutôt super bien,ewe-fra,mafand
"""Les quelques rares blogs ou espaces de réflexion dédiés à des causes de type """"«"""" changer la société"""" """"» ne sont que tres peu suivis et encouragés.""",amewo medoa ŋusẽ yaʋala nuŋɔŋlɔ siwo ƒoanu tso hadome gbenɔnɔ trɔtrɔ ŋu o,fra-ewe,afrolingu
"En tant qu’adulte, nous devons changer ces choses, nous devons être responsables de nos croyances, nos décisions, nos fantasmes, doutes, peurs, pensées, émotions","esi mietsi la, edze be miaɖu nu ƒoɖi mawo katã dzi",fra-ewe,afrolingu
Je pense à papa,mele ŋku ɖom papa dzi,fra-ewe,afrolingu
"Pour compléter le podium, deux entraîneurs de grandes classes sont aussi nommés",Woyɔ bɔlfiala gã evewo hã.,fra-ewe,mafand
"""mais les estimations varient entre % et % de la population totale, soit plus d'un million de personnes. """"""","ele nyakakagbalẽ eve ta; Cameroun soir sie gblɔa hahonyawo kple va et recolete sie kpɔa gbɔgbɔmet,owo gbɔe",fra-ewe,afrolingu
J’ai enfin trouvé le sourire parfait pour la circonstance,azɔ nukoko si dze na wɔnaa la le mo nam,fra-ewe,afrolingu
eƒe ta zu ade abe alesi nu kple ŋkuwo faa avi ɖe du ene la,"Sa salive devint visqueuse, comme lorsque la bouche pleure en même temps que les yeux",ewe-fra,afrolingu
J'étais amoureuse mais l'amour ne doit pas tout supporter.,melɔ̃e gake lɔlɔ̃ la matsɔ̃ nuwo katã dzi o,fra-ewe,afrolingu
"""""""On développe un vrai dégout de soi-même, de sa peau, de certaines personnes de sa famille, et on évolue avec cet inextricable besoin de se blanchir soi, sa famille, ou son cercle amical, que ce soit de maniere naturelle, artificielle, ou les deux. """"""","nhyɔnu aɖe sie aɖe ŋutsu eve, axe nɔ srɔ̃a ƒom, aɖe viawo da mɔdzi la aɖetso nyaƒoɖi aɖe me hafi dzɔ",fra-ewe,afrolingu
"Il lui dit qu'en effet, il avait eu raison.",Egblɔ nae be ye ƒe nyawo le eteƒe.,fra-ewe,afrolingu
"Je ne dis pas que c'est tout le temps facile,",nye me gblɔ ele bɔboe ɣesiayi o,fra-ewe,afrolingu
Omoko bia tso esi be woa fi agbãlɛ ɣaɣlawo le aƒetɔa gbɔ,"Omoko l'a chargée de voler des documents secrets chez M,",ewe-fra,afrolingu
Agedola la nye Messi ƒe taʋlila vevitɔ eye esia medo dzidzɔ na tatɔ́wo o.,"L’attaquant a toujours été l’un des principaux lieutenants de Messi sur et en dehors du terrain et, forcément, cela n’aurait pas été apprécié dans les hautes sphères du club catalan",ewe-fra,mafand
Mais le contraire est peu probable.,asese be eƒe akpa sagatɔ woava eme,fra-ewe,afrolingu
"Le mardi en voyant une superbe photo d'elle et « Le mur de la honte », je me suis dit qu'il était temps de l'entamer,","esi mekpɔ eƒe foto aɖe le blaɖa gbe la, megblɔ be gamesu ne madze egɔme",fra-ewe,afrolingu
"Medzro be madoe tso esime mexlẽ Coran: «gblɔna xɔsetɔwo be woa bɔbɔ woƒe nukpɔkpɔ, woanɔ gbedzi, womegaɖe woƒe nudodowo afia eye be woa bɔbɔ woƒe motsɔnu ɖe akɔta","Je voulais le porter depuis que j'ai lu dans le Coran :« Et dis aux croyantes de baisser leurs regards, de garder leur chasteté, et de ne montrer de leurs atours que ce qui en paraà®t et qu'elles rabattent leur voile sur leurs poitrines,",ewe-fra,afrolingu
"""""""Dans le cas de la présentation des produits, prenons l'exemple des producteurs/vendeurs de pommes de terre. """"""","le agblenukuwo ƒe ɖeɖefia ŋuu la,mina míatsɔ anyigba pɔm ƒe agbledelawo kple esalawo ƒe kpɔɖeŋu",fra-ewe,afrolingu
"Juliette Gréco a rejoint Brel, Ferré, Brassens, Aznavour et tous ceux qu’elle interpréta au Panthéon de la chanson française”, écrit-il","Juliette va yi dze brasse,ns, azanavour, brel kple etɔ mamlɔeawo dzi.",fra-ewe,mafand
mebia ɖokuinye be aleke woaefe dze le teƒe sia,"Je me demande comment est-ce qu'on peut s'amuser dans cet endroit,",ewe-fra,afrolingu
"Mais d'où elle se trouve je lui suis reconnaissante d'avoir inspirer des milliers de jeunes filles et de femmes à rêver,","gake le afisi wole la, medakpe nae be ekpeɖe sɔhɛ nyɔnuviwo kple nyɔnuwo ŋu be woaɖo susu",fra-ewe,afrolingu
Un autre couple était sur le perron pour sa photo avec l’Officier de l’Etat Civil,srɔɖela bubuwo le atrakpuia dzi kple nutomedzikpɔla hena fotoɖeɖe,fra-ewe,afrolingu
srɔ̃nye hã hiam ŋutɔ,Et ça j’avais tellement envie d’avoir ma petite femme à mes côtés,ewe-fra,afrolingu
"Sarah Cohen est une avocate réputée, mère de trois enfants, et deux fois divorcée,",Sarah Cohen nye senyala xɔ ŋukɔ eye woɖo vi etɔ̃ eye wonye nyɔnu gbe atsou zi eve,fra-ewe,afrolingu
miate ŋu ɖee fia o,Nous ne pouvons que le manifester,ewe-fra,afrolingu
nyawoe wonye be thailandevi siwo le los angeles la xɔ agbalẽ kple nuɖoɖeame siwo me wokpɔ be wole yewo tsim lae,"En effet, les Thaïlandais qui vivent à Los Angeles ont reçu des colis montrant qu’ils avaient été suivis ainsi qu’un courrier menaçant via un colis FedEx en provenance de Thaïlande",ewe-fra,afrolingu
Les plus célebres propositions de lois au Sénégal ont été initiées pour neutraliser des adversaires politiques.,se yeye wɔwɔ ƒe ɖoɖo le sénégal nye mɔnu aɖe si dzi woato axe mɔ na tsitretsiɖe ameŋu dunyagblɔhawo,fra-ewe,afrolingu
Je nettoie o !,"Mele etutum, o",fra-ewe,afrolingu
C’était totalement inattendu,menɔ ŋuɖoɖo me nam o,fra-ewe,afrolingu
Kanada nyadzɔdzɔgbalẽwo be dukplɔla gɔmenɔla kple eŋumewo ƒe agbe menɔ afɔku me o.,"D’après la presse canadienne, le vice-président et son équipe n’avaient pas été mis en danger",ewe-fra,mafand
"Ne tsi kuku tɔ ya la, mega susui gɔ hã o.","Quant à y puiser de l'eau, il ne faut pas y songer non plus !",ewe-fra,afrolingu
eyae nye nuɖuɖuwodzikpɔla le via ƒe dziɖuƒea,Elle a été chef du service de restauration à la présidence à l’époque de Rawlings,ewe-fra,afrolingu
nuɖeka si mesrɔ̃ kple Maria enye be matɔte nubleamenya gbãlɛwo xexlẽ,"L'une des choses les plus importantes que j'ai apprises avec Maria, c'est qu'il faut vraiment que je commence à lire un peu plus de non-fiction,",ewe-fra,afrolingu
metsɔ de nye alɔviwo ŋu hede ɖome nae,J’ai mis de la salive sur mes doigts avant de les remettre dans son sexe,ewe-fra,afrolingu
